area_code,都道府県,time_code,時間軸(年),都道府県_value,全国_value,cat01_code,10大費目,差分(都道府県-全国)
07000,福島県,2014000000,2014年,100.0,100,00010,総合,0.0
07000,福島県,2014000000,2014年,99.6,100,00020,食料,-0.4000000000000057
07000,福島県,2014000000,2014年,96.9,100,00030,住居,-3.0999999999999943
07000,福島県,2014000000,2014年,108.3,100,00040,光熱・水道,8.299999999999997
07000,福島県,2014000000,2014年,103.5,100,00050,家具・家事用品,3.5
07000,福島県,2014000000,2014年,103.1,100,00060,被服及び履物,3.0999999999999943
07000,福島県,2014000000,2014年,100.6,100,00070,保健医療,0.5999999999999943
07000,福島県,2014000000,2014年,99.5,100,00080,交通・通信,-0.5
07000,福島県,2014000000,2014年,89.6,100,00090,教育,-10.400000000000006
07000,福島県,2014000000,2014年,97.0,100,00100,教養娯楽,-3.0
07000,福島県,2014000000,2014年,100.9,100,00110,諸雑費,0.9000000000000057
07000,福島県,2014000000,2014年,100.6,100,00120,(参考)家賃を除く総合,0.5999999999999943
07000,福島県,2015000000,2015年,100.1,100,00010,総合,0.09999999999999432
07000,福島県,2015000000,2015年,99.8,100,00020,食料,-0.20000000000000284
07000,福島県,2015000000,2015年,97.4,100,00030,住居,-2.5999999999999943
07000,福島県,2015000000,2015年,108.1,100,00040,光熱・水道,8.099999999999994
07000,福島県,2015000000,2015年,101.9,100,00050,家具・家事用品,1.9000000000000057
07000,福島県,2015000000,2015年,106.6,100,00060,被服及び履物,6.599999999999994
07000,福島県,2015000000,2015年,99.9,100,00070,保健医療,-0.09999999999999432
07000,福島県,2015000000,2015年,99.3,100,00080,交通・通信,-0.7000000000000028
07000,福島県,2015000000,2015年,90.3,100,00090,教育,-9.700000000000003
07000,福島県,2015000000,2015年,96.1,100,00100,教養娯楽,-3.9000000000000057
07000,福島県,2015000000,2015年,102.7,100,00110,諸雑費,2.700000000000003
07000,福島県,2015000000,2015年,100.7,100,00120,(参考)家賃を除く総合,0.7000000000000028
07000,福島県,2016000000,2016年,99.8,100,00010,総合,-0.20000000000000284
07000,福島県,2016000000,2016年,100.0,100,00020,食料,0.0
07000,福島県,2016000000,2016年,92.5,100,00030,住居,-7.5
07000,福島県,2016000000,2016年,108.6,100,00040,光熱・水道,8.599999999999994
07000,福島県,2016000000,2016年,100.9,100,00050,家具・家事用品,0.9000000000000057
07000,福島県,2016000000,2016年,106.2,100,00060,被服及び履物,6.200000000000003
07000,福島県,2016000000,2016年,99.9,100,00070,保健医療,-0.09999999999999432
07000,福島県,2016000000,2016年,98.8,100,00080,交通・通信,-1.2000000000000028
07000,福島県,2016000000,2016年,90.9,100,00090,教育,-9.099999999999994
07000,福島県,2016000000,2016年,96.6,100,00100,教養娯楽,-3.4000000000000057
07000,福島県,2016000000,2016年,102.9,100,00110,諸雑費,2.9000000000000057
07000,福島県,2016000000,2016年,100.4,100,00120,(参考)家賃を除く総合,0.4000000000000057
07000,福島県,2017000000,2017年,99.9,100,00010,総合,-0.09999999999999432
07000,福島県,2017000000,2017年,99.8,100,00020,食料,-0.20000000000000284
07000,福島県,2017000000,2017年,93.8,100,00030,住居,-6.200000000000003
07000,福島県,2017000000,2017年,108.9,100,00040,光熱・水道,8.900000000000006
07000,福島県,2017000000,2017年,99.5,100,00050,家具・家事用品,-0.5
07000,福島県,2017000000,2017年,104.8,100,00060,被服及び履物,4.799999999999997
07000,福島県,2017000000,2017年,99.7,100,00070,保健医療,-0.29999999999999716
07000,福島県,2017000000,2017年,98.8,100,00080,交通・通信,-1.2000000000000028
07000,福島県,2017000000,2017年,93.9,100,00090,教育,-6.099999999999994
07000,福島県,2017000000,2017年,96.2,100,00100,教養娯楽,-3.799999999999997
07000,福島県,2017000000,2017年,102.9,100,00110,諸雑費,2.9000000000000057
07000,福島県,2017000000,2017年,100.4,100,00120,(参考)家賃を除く総合,0.4000000000000057
07000,福島県,2018000000,2018年,99.4,100,00010,総合,-0.5999999999999943
07000,福島県,2018000000,2018年,99.6,100,00020,食料,-0.4000000000000057
07000,福島県,2018000000,2018年,92.5,100,00030,住居,-7.5
07000,福島県,2018000000,2018年,108.0,100,00040,光熱・水道,8.0
07000,福島県,2018000000,2018年,100.6,100,00050,家具・家事用品,0.5999999999999943
07000,福島県,2018000000,2018年,103.5,100,00060,被服及び履物,3.5
07000,福島県,2018000000,2018年,99.8,100,00070,保健医療,-0.20000000000000284
07000,福島県,2018000000,2018年,98.3,100,00080,交通・通信,-1.7000000000000028
07000,福島県,2018000000,2018年,94.9,100,00090,教育,-5.099999999999994
07000,福島県,2018000000,2018年,95.5,100,00100,教養娯楽,-4.5
07000,福島県,2018000000,2018年,102.3,100,00110,諸雑費,2.299999999999997
07000,福島県,2018000000,2018年,100.0,100,00120,(参考)家賃を除く総合,0.0
07000,福島県,2019000000,2019年,99.6,100,00010,総合,-0.4000000000000057
07000,福島県,2019000000,2019年,99.5,100,00020,食料,-0.5
07000,福島県,2019000000,2019年,96.0,100,00030,住居,-4.0
07000,福島県,2019000000,2019年,108.8,100,00040,光熱・水道,8.799999999999997
07000,福島県,2019000000,2019年,102.3,100,00050,家具・家事用品,2.299999999999997
07000,福島県,2019000000,2019年,104.2,100,00060,被服及び履物,4.200000000000003
07000,福島県,2019000000,2019年,99.7,100,00070,保健医療,-0.29999999999999716
07000,福島県,2019000000,2019年,98.5,100,00080,交通・通信,-1.5
07000,福島県,2019000000,2019年,91.8,100,00090,教育,-8.200000000000003
07000,福島県,2019000000,2019年,94.8,100,00100,教養娯楽,-5.200000000000003
07000,福島県,2019000000,2019年,101.4,100,00110,諸雑費,1.4000000000000057
07000,福島県,2019000000,2019年,100.1,100,00120,(参考)家賃を除く総合,0.09999999999999432
07000,福島県,2020000000,2020年,99.4,100,00010,総合,-0.5999999999999943
07000,福島県,2020000000,2020年,99.9,100,00020,食料,-0.09999999999999432
07000,福島県,2020000000,2020年,90.8,100,00030,住居,-9.200000000000003
07000,福島県,2020000000,2020年,110.2,100,00040,光熱・水道,10.200000000000003
07000,福島県,2020000000,2020年,101.7,100,00050,家具・家事用品,1.7000000000000028
07000,福島県,2020000000,2020年,102.8,100,00060,被服及び履物,2.799999999999997
07000,福島県,2020000000,2020年,98.9,100,00070,保健医療,-1.0999999999999943
07000,福島県,2020000000,2020年,99.0,100,00080,交通・通信,-1.0
07000,福島県,2020000000,2020年,92.0,100,00090,教育,-8.0
07000,福島県,2020000000,2020年,94.2,100,00100,教養娯楽,-5.799999999999997
07000,福島県,2020000000,2020年,101.4,100,00110,諸雑費,1.4000000000000057
07000,福島県,2020000000,2020年,100.0,100,00120,(参考)家賃を除く総合,0.0
07000,福島県,2021000000,2021年,99.4,100,00010,総合,-0.5999999999999943
07000,福島県,2021000000,2021年,99.8,100,00020,食料,-0.20000000000000284
07000,福島県,2021000000,2021年,90.5,100,00030,住居,-9.5
07000,福島県,2021000000,2021年,110.0,100,00040,光熱・水道,10.0
07000,福島県,2021000000,2021年,99.7,100,00050,家具・家事用品,-0.29999999999999716
07000,福島県,2021000000,2021年,101.3,100,00060,被服及び履物,1.2999999999999972
07000,福島県,2021000000,2021年,98.5,100,00070,保健医療,-1.5
07000,福島県,2021000000,2021年,100.3,100,00080,交通・通信,0.29999999999999716
07000,福島県,2021000000,2021年,94.0,100,00090,教育,-6.0
07000,福島県,2021000000,2021年,94.8,100,00100,教養娯楽,-5.200000000000003
07000,福島県,2021000000,2021年,100.9,100,00110,諸雑費,0.9000000000000057
07000,福島県,2021000000,2021年,100.0,100,00120,(参考)家賃を除く総合,0.0
08000,茨城県,2013000000,2013年,98.4,100,00010,総合,-1.5999999999999943
08000,茨城県,2013000000,2013年,98.2,100,00020,食料,-1.7999999999999972
08000,茨城県,2013000000,2013年,100.4,100,00030,住居,0.4000000000000057
08000,茨城県,2013000000,2013年,109.0,100,00040,光熱・水道,9.0
08000,茨城県,2013000000,2013年,94.6,100,00050,家具・家事用品,-5.400000000000006
08000,茨城県,2013000000,2013年,98.5,100,00060,被服及び履物,-1.5
08000,茨城県,2013000000,2013年,97.8,100,00070,保健医療,-2.200000000000003
08000,茨城県,2013000000,2013年,98.9,100,00080,交通・通信,-1.0999999999999943
08000,茨城県,2013000000,2013年,87.5,100,00090,教育,-12.5
08000,茨城県,2013000000,2013年,93.9,100,00100,教養娯楽,-6.099999999999994
08000,茨城県,2013000000,2013年,101.8,100,00110,諸雑費,1.7999999999999972
08000,茨城県,2013000000,2013年,98.7,100,00120,(参考)家賃を除く総合,-1.2999999999999972
08000,茨城県,2014000000,2014年,98.3,100,00010,総合,-1.7000000000000028
08000,茨城県,2014000000,2014年,98.9,100,00020,食料,-1.0999999999999943
08000,茨城県,2014000000,2014年,97.3,100,00030,住居,-2.700000000000003
08000,茨城県,2014000000,2014年,108.0,100,00040,光熱・水道,8.0
08000,茨城県,2014000000,2014年,90.6,100,00050,家具・家事用品,-9.400000000000006
08000,茨城県,2014000000,2014年,100.5,100,00060,被服及び履物,0.5
08000,茨城県,2014000000,2014年,98.5,100,00070,保健医療,-1.5
08000,茨城県,2014000000,2014年,98.8,100,00080,交通・通信,-1.2000000000000028
08000,茨城県,2014000000,2014年,86.4,100,00090,教育,-13.599999999999994
08000,茨城県,2014000000,2014年,94.7,100,00100,教養娯楽,-5.299999999999997
08000,茨城県,2014000000,2014年,101.4,100,00110,諸雑費,1.4000000000000057
08000,茨城県,2014000000,2014年,98.6,100,00120,(参考)家賃を除く総合,-1.4000000000000057
08000,茨城県,2015000000,2015年,98.1,100,00010,総合,-1.9000000000000057
08000,茨城県,2015000000,2015年,99.1,100,00020,食料,-0.9000000000000057
08000,茨城県,2015000000,2015年,97.7,100,00030,住居,-2.299999999999997
08000,茨城県,2015000000,2015年,104.2,100,00040,光熱・水道,4.200000000000003
08000,茨城県,2015000000,2015年,94.0,100,00050,家具・家事用品,-6.0
08000,茨城県,2015000000,2015年,96.9,100,00060,被服及び履物,-3.0999999999999943
08000,茨城県,2015000000,2015年,98.8,100,00070,保健医療,-1.2000000000000028
08000,茨城県,2015000000,2015年,98.2,100,00080,交通・通信,-1.7999999999999972
08000,茨城県,2015000000,2015年,88.6,100,00090,教育,-11.400000000000006
08000,茨城県,2015000000,2015年,95.1,100,00100,教養娯楽,-4.900000000000006
08000,茨城県,2015000000,2015年,101.2,100,00110,諸雑費,1.2000000000000028
08000,茨城県,2015000000,2015年,98.4,100,00120,(参考)家賃を除く総合,-1.5999999999999943
08000,茨城県,2016000000,2016年,97.6,100,00010,総合,-2.4000000000000057
08000,茨城県,2016000000,2016年,99.1,100,00020,食料,-0.9000000000000057
08000,茨城県,2016000000,2016年,96.3,100,00030,住居,-3.700000000000003
08000,茨城県,2016000000,2016年,101.9,100,00040,光熱・水道,1.9000000000000057
08000,茨城県,2016000000,2016年,93.0,100,00050,家具・家事用品,-7.0
08000,茨城県,2016000000,2016年,97.5,100,00060,被服及び履物,-2.5
08000,茨城県,2016000000,2016年,98.0,100,00070,保健医療,-2.0
08000,茨城県,2016000000,2016年,96.7,100,00080,交通・通信,-3.299999999999997
08000,茨城県,2016000000,2016年,89.5,100,00090,教育,-10.5
08000,茨城県,2016000000,2016年,95.2,100,00100,教養娯楽,-4.799999999999997
08000,茨城県,2016000000,2016年,101.4,100,00110,諸雑費,1.4000000000000057
08000,茨城県,2016000000,2016年,97.8,100,00120,(参考)家賃を除く総合,-2.200000000000003
08000,茨城県,2017000000,2017年,97.9,100,00010,総合,-2.0999999999999943
08000,茨城県,2017000000,2017年,99.4,100,00020,食料,-0.5999999999999943
08000,茨城県,2017000000,2017年,97.6,100,00030,住居,-2.4000000000000057
08000,茨城県,2017000000,2017年,101.7,100,00040,光熱・水道,1.7000000000000028
08000,茨城県,2017000000,2017年,93.6,100,00050,家具・家事用品,-6.400000000000006
08000,茨城県,2017000000,2017年,96.6,100,00060,被服及び履物,-3.4000000000000057
08000,茨城県,2017000000,2017年,98.2,100,00070,保健医療,-1.7999999999999972
08000,茨城県,2017000000,2017年,97.2,100,00080,交通・通信,-2.799999999999997
08000,茨城県,2017000000,2017年,90.3,100,00090,教育,-9.700000000000003
08000,茨城県,2017000000,2017年,95.7,100,00100,教養娯楽,-4.299999999999997
08000,茨城県,2017000000,2017年,101.4,100,00110,諸雑費,1.4000000000000057
08000,茨城県,2017000000,2017年,98.1,100,00120,(参考)家賃を除く総合,-1.9000000000000057
08000,茨城県,2018000000,2018年,97.9,100,00010,総合,-2.0999999999999943
08000,茨城県,2018000000,2018年,98.5,100,00020,食料,-1.5
08000,茨城県,2018000000,2018年,97.6,100,00030,住居,-2.4000000000000057
08000,茨城県,2018000000,2018年,102.1,100,00040,光熱・水道,2.0999999999999943
08000,茨城県,2018000000,2018年,95.2,100,00050,家具・家事用品,-4.799999999999997
08000,茨城県,2018000000,2018年,99.2,100,00060,被服及び履物,-0.7999999999999972
08000,茨城県,2018000000,2018年,98.2,100,00070,保健医療,-1.7999999999999972
08000,茨城県,2018000000,2018年,97.1,100,00080,交通・通信,-2.9000000000000057
08000,茨城県,2018000000,2018年,90.0,100,00090,教育,-10.0
08000,茨城県,2018000000,2018年,96.0,100,00100,教養娯楽,-4.0
08000,茨城県,2018000000,2018年,101.2,100,00110,諸雑費,1.2000000000000028
08000,茨城県,2018000000,2018年,98.1,100,00120,(参考)家賃を除く総合,-1.9000000000000057
08000,茨城県,2019000000,2019年,98.1,100,00010,総合,-1.9000000000000057
08000,茨城県,2019000000,2019年,99.0,100,00020,食料,-1.0
08000,茨城県,2019000000,2019年,97.6,100,00030,住居,-2.4000000000000057
08000,茨城県,2019000000,2019年,102.9,100,00040,光熱・水道,2.9000000000000057
08000,茨城県,2019000000,2019年,96.1,100,00050,家具・家事用品,-3.9000000000000057
08000,茨城県,2019000000,2019年,99.4,100,00060,被服及び履物,-0.5999999999999943
08000,茨城県,2019000000,2019年,98.3,100,00070,保健医療,-1.7000000000000028
08000,茨城県,2019000000,2019年,96.8,100,00080,交通・通信,-3.200000000000003
08000,茨城県,2019000000,2019年,89.8,100,00090,教育,-10.200000000000003
08000,茨城県,2019000000,2019年,96.3,100,00100,教養娯楽,-3.700000000000003
08000,茨城県,2019000000,2019年,100.9,100,00110,諸雑費,0.9000000000000057
08000,茨城県,2019000000,2019年,98.4,100,00120,(参考)家賃を除く総合,-1.5999999999999943
08000,茨城県,2020000000,2020年,97.7,100,00010,総合,-2.299999999999997
08000,茨城県,2020000000,2020年,97.4,100,00020,食料,-2.5999999999999943
08000,茨城県,2020000000,2020年,91.2,100,00030,住居,-8.799999999999997
08000,茨城県,2020000000,2020年,105.7,100,00040,光熱・水道,5.700000000000003
08000,茨城県,2020000000,2020年,93.7,100,00050,家具・家事用品,-6.299999999999997
08000,茨城県,2020000000,2020年,103.2,100,00060,被服及び履物,3.200000000000003
08000,茨城県,2020000000,2020年,97.5,100,00070,保健医療,-2.5
08000,茨城県,2020000000,2020年,96.9,100,00080,交通・通信,-3.0999999999999943
08000,茨城県,2020000000,2020年,90.3,100,00090,教育,-9.700000000000003
08000,茨城県,2020000000,2020年,97.0,100,00100,教養娯楽,-3.0
08000,茨城県,2020000000,2020年,102.0,100,00110,諸雑費,2.0
08000,茨城県,2020000000,2020年,98.1,100,00120,(参考)家賃を除く総合,-1.9000000000000057
08000,茨城県,2021000000,2021年,97.8,100,00010,総合,-2.200000000000003
08000,茨城県,2021000000,2021年,98.3,100,00020,食料,-1.7000000000000028
08000,茨城県,2021000000,2021年,93.5,100,00030,住居,-6.5
08000,茨城県,2021000000,2021年,104.1,100,00040,光熱・水道,4.099999999999994
08000,茨城県,2021000000,2021年,93.6,100,00050,家具・家事用品,-6.400000000000006
08000,茨城県,2021000000,2021年,99.8,100,00060,被服及び履物,-0.20000000000000284
08000,茨城県,2021000000,2021年,98.3,100,00070,保健医療,-1.7000000000000028
08000,茨城県,2021000000,2021年,98.0,100,00080,交通・通信,-2.0
08000,茨城県,2021000000,2021年,89.9,100,00090,教育,-10.099999999999994
08000,茨城県,2021000000,2021年,97.0,100,00100,教養娯楽,-3.0
08000,茨城県,2021000000,2021年,98.5,100,00110,諸雑費,-1.5
08000,茨城県,2021000000,2021年,98.2,100,00120,(参考)家賃を除く総合,-1.7999999999999972
09000,栃木県,2013000000,2013年,98.5,100,00010,総合,-1.5
09000,栃木県,2013000000,2013年,97.9,100,00020,食料,-2.0999999999999943
09000,栃木県,2013000000,2013年,90.9,100,00030,住居,-9.099999999999994
09000,栃木県,2013000000,2013年,100.5,100,00040,光熱・水道,0.5
09000,栃木県,2013000000,2013年,97.8,100,00050,家具・家事用品,-2.200000000000003
09000,栃木県,2013000000,2013年,112.7,100,00060,被服及び履物,12.700000000000003
09000,栃木県,2013000000,2013年,99.0,100,00070,保健医療,-1.0
09000,栃木県,2013000000,2013年,98.2,100,00080,交通・通信,-1.7999999999999972
09000,栃木県,2013000000,2013年,95.6,100,00090,教育,-4.400000000000006
09000,栃木県,2013000000,2013年,97.3,100,00100,教養娯楽,-2.700000000000003
09000,栃木県,2013000000,2013年,102.6,100,00110,諸雑費,2.5999999999999943
09000,栃木県,2013000000,2013年,99.0,100,00120,(参考)家賃を除く総合,-1.0
09000,栃木県,2014000000,2014年,99.0,100,00010,総合,-1.0
09000,栃木県,2014000000,2014年,99.4,100,00020,食料,-0.5999999999999943
09000,栃木県,2014000000,2014年,90.0,100,00030,住居,-10.0
09000,栃木県,2014000000,2014年,101.9,100,00040,光熱・水道,1.9000000000000057
09000,栃木県,2014000000,2014年,99.3,100,00050,家具・家事用品,-0.7000000000000028
09000,栃木県,2014000000,2014年,111.7,100,00060,被服及び履物,11.700000000000003
09000,栃木県,2014000000,2014年,98.6,100,00070,保健医療,-1.4000000000000057
09000,栃木県,2014000000,2014年,97.2,100,00080,交通・通信,-2.799999999999997
09000,栃木県,2014000000,2014年,101.1,100,00090,教育,1.0999999999999943
09000,栃木県,2014000000,2014年,97.1,100,00100,教養娯楽,-2.9000000000000057
09000,栃木県,2014000000,2014年,101.8,100,00110,諸雑費,1.7999999999999972
09000,栃木県,2014000000,2014年,99.5,100,00120,(参考)家賃を除く総合,-0.5
09000,栃木県,2015000000,2015年,99.0,100,00010,総合,-1.0
09000,栃木県,2015000000,2015年,99.3,100,00020,食料,-0.7000000000000028
09000,栃木県,2015000000,2015年,92.5,100,00030,住居,-7.5
09000,栃木県,2015000000,2015年,98.2,100,00040,光熱・水道,-1.7999999999999972
09000,栃木県,2015000000,2015年,100.0,100,00050,家具・家事用品,0.0
09000,栃木県,2015000000,2015年,115.6,100,00060,被服及び履物,15.599999999999994
09000,栃木県,2015000000,2015年,99.7,100,00070,保健医療,-0.29999999999999716
09000,栃木県,2015000000,2015年,98.5,100,00080,交通・通信,-1.5
09000,栃木県,2015000000,2015年,101.3,100,00090,教育,1.2999999999999972
09000,栃木県,2015000000,2015年,95.7,100,00100,教養娯楽,-4.299999999999997
09000,栃木県,2015000000,2015年,99.9,100,00110,諸雑費,-0.09999999999999432
09000,栃木県,2015000000,2015年,99.5,100,00120,(参考)家賃を除く総合,-0.5
09000,栃木県,2016000000,2016年,98.4,100,00010,総合,-1.5999999999999943
09000,栃木県,2016000000,2016年,99.5,100,00020,食料,-0.5
09000,栃木県,2016000000,2016年,87.9,100,00030,住居,-12.099999999999994
09000,栃木県,2016000000,2016年,96.7,100,00040,光熱・水道,-3.299999999999997
09000,栃木県,2016000000,2016年,100.3,100,00050,家具・家事用品,0.29999999999999716
09000,栃木県,2016000000,2016年,115.7,100,00060,被服及び履物,15.700000000000003
09000,栃木県,2016000000,2016年,99.1,100,00070,保健医療,-0.9000000000000057
09000,栃木県,2016000000,2016年,97.7,100,00080,交通・通信,-2.299999999999997
09000,栃木県,2016000000,2016年,101.9,100,00090,教育,1.9000000000000057
09000,栃木県,2016000000,2016年,94.9,100,00100,教養娯楽,-5.099999999999994
09000,栃木県,2016000000,2016年,99.8,100,00110,諸雑費,-0.20000000000000284
09000,栃木県,2016000000,2016年,98.9,100,00120,(参考)家賃を除く総合,-1.0999999999999943
09000,栃木県,2017000000,2017年,98.4,100,00010,総合,-1.5999999999999943
09000,栃木県,2017000000,2017年,99.6,100,00020,食料,-0.4000000000000057
09000,栃木県,2017000000,2017年,87.2,100,00030,住居,-12.799999999999997
09000,栃木県,2017000000,2017年,96.5,100,00040,光熱・水道,-3.5
09000,栃木県,2017000000,2017年,100.0,100,00050,家具・家事用品,0.0
09000,栃木県,2017000000,2017年,116.8,100,00060,被服及び履物,16.799999999999997
09000,栃木県,2017000000,2017年,99.7,100,00070,保健医療,-0.29999999999999716
09000,栃木県,2017000000,2017年,97.3,100,00080,交通・通信,-2.700000000000003
09000,栃木県,2017000000,2017年,101.6,100,00090,教育,1.5999999999999943
09000,栃木県,2017000000,2017年,95.6,100,00100,教養娯楽,-4.400000000000006
09000,栃木県,2017000000,2017年,99.3,100,00110,諸雑費,-0.7000000000000028
09000,栃木県,2017000000,2017年,98.9,100,00120,(参考)家賃を除く総合,-1.0999999999999943
09000,栃木県,2018000000,2018年,98.2,100,00010,総合,-1.7999999999999972
09000,栃木県,2018000000,2018年,98.4,100,00020,食料,-1.5999999999999943
09000,栃木県,2018000000,2018年,86.8,100,00030,住居,-13.200000000000003
09000,栃木県,2018000000,2018年,97.1,100,00040,光熱・水道,-2.9000000000000057
09000,栃木県,2018000000,2018年,99.5,100,00050,家具・家事用品,-0.5
09000,栃木県,2018000000,2018年,117.4,100,00060,被服及び履物,17.400000000000006
09000,栃木県,2018000000,2018年,99.9,100,00070,保健医療,-0.09999999999999432
09000,栃木県,2018000000,2018年,97.5,100,00080,交通・通信,-2.5
09000,栃木県,2018000000,2018年,102.5,100,00090,教育,2.5
09000,栃木県,2018000000,2018年,95.7,100,00100,教養娯楽,-4.299999999999997
09000,栃木県,2018000000,2018年,99.4,100,00110,諸雑費,-0.5999999999999943
09000,栃木県,2018000000,2018年,98.7,100,00120,(参考)家賃を除く総合,-1.2999999999999972
09000,栃木県,2019000000,2019年,98.2,100,00010,総合,-1.7999999999999972
09000,栃木県,2019000000,2019年,98.6,100,00020,食料,-1.4000000000000057
09000,栃木県,2019000000,2019年,85.7,100,00030,住居,-14.299999999999997
09000,栃木県,2019000000,2019年,98.7,100,00040,光熱・水道,-1.2999999999999972
09000,栃木県,2019000000,2019年,101.6,100,00050,家具・家事用品,1.5999999999999943
09000,栃木県,2019000000,2019年,112.5,100,00060,被服及び履物,12.5
09000,栃木県,2019000000,2019年,100.1,100,00070,保健医療,0.09999999999999432
09000,栃木県,2019000000,2019年,97.7,100,00080,交通・通信,-2.299999999999997
09000,栃木県,2019000000,2019年,99.8,100,00090,教育,-0.20000000000000284
09000,栃木県,2019000000,2019年,96.1,100,00100,教養娯楽,-3.9000000000000057
09000,栃木県,2019000000,2019年,99.5,100,00110,諸雑費,-0.5
09000,栃木県,2019000000,2019年,98.7,100,00120,(参考)家賃を除く総合,-1.2999999999999972
09000,栃木県,2020000000,2020年,98.3,100,00010,総合,-1.7000000000000028
09000,栃木県,2020000000,2020年,98.4,100,00020,食料,-1.5999999999999943
09000,栃木県,2020000000,2020年,87.2,100,00030,住居,-12.799999999999997
09000,栃木県,2020000000,2020年,99.0,100,00040,光熱・水道,-1.0
09000,栃木県,2020000000,2020年,103.2,100,00050,家具・家事用品,3.200000000000003
09000,栃木県,2020000000,2020年,110.6,100,00060,被服及び履物,10.599999999999994
09000,栃木県,2020000000,2020年,99.3,100,00070,保健医療,-0.7000000000000028
09000,栃木県,2020000000,2020年,98.5,100,00080,交通・通信,-1.5
09000,栃木県,2020000000,2020年,97.8,100,00090,教育,-2.200000000000003
09000,栃木県,2020000000,2020年,96.5,100,00100,教養娯楽,-3.5
09000,栃木県,2020000000,2020年,98.7,100,00110,諸雑費,-1.2999999999999972
09000,栃木県,2020000000,2020年,98.7,100,00120,(参考)家賃を除く総合,-1.2999999999999972
09000,栃木県,2021000000,2021年,98.1,100,00010,総合,-1.9000000000000057
09000,栃木県,2021000000,2021年,98.5,100,00020,食料,-1.5
09000,栃木県,2021000000,2021年,87.0,100,00030,住居,-13.0
09000,栃木県,2021000000,2021年,98.4,100,00040,光熱・水道,-1.5999999999999943
09000,栃木県,2021000000,2021年,102.6,100,00050,家具・家事用品,2.5999999999999943
09000,栃木県,2021000000,2021年,107.9,100,00060,被服及び履物,7.900000000000006
09000,栃木県,2021000000,2021年,100.4,100,00070,保健医療,0.4000000000000057
09000,栃木県,2021000000,2021年,98.9,100,00080,交通・通信,-1.0999999999999943
09000,栃木県,2021000000,2021年,98.3,100,00090,教育,-1.7000000000000028
09000,栃木県,2021000000,2021年,95.4,100,00100,教養娯楽,-4.599999999999994
09000,栃木県,2021000000,2021年,99.2,100,00110,諸雑費,-0.7999999999999972
09000,栃木県,2021000000,2021年,98.6,100,00120,(参考)家賃を除く総合,-1.4000000000000057
10000,群馬県,2013000000,2013年,96.9,100,00010,総合,-3.0999999999999943
10000,群馬県,2013000000,2013年,98.1,100,00020,食料,-1.9000000000000057
10000,群馬県,2013000000,2013年,87.2,100,00030,住居,-12.799999999999997
10000,群馬県,2013000000,2013年,93.6,100,00040,光熱・水道,-6.400000000000006
10000,群馬県,2013000000,2013年,97.1,100,00050,家具・家事用品,-2.9000000000000057
10000,群馬県,2013000000,2013年,105.2,100,00060,被服及び履物,5.200000000000003
10000,群馬県,2013000000,2013年,102.1,100,00070,保健医療,2.0999999999999943
10000,群馬県,2013000000,2013年,98.0,100,00080,交通・通信,-2.0
10000,群馬県,2013000000,2013年,90.8,100,00090,教育,-9.200000000000003
10000,群馬県,2013000000,2013年,95.2,100,00100,教養娯楽,-4.799999999999997
10000,群馬県,2013000000,2013年,99.9,100,00110,諸雑費,-0.09999999999999432
10000,群馬県,2013000000,2013年,97.5,100,00120,(参考)家賃を除く総合,-2.5
10000,群馬県,2014000000,2014年,97.1,100,00010,総合,-2.9000000000000057
10000,群馬県,2014000000,2014年,98.9,100,00020,食料,-1.0999999999999943
10000,群馬県,2014000000,2014年,88.4,100,00030,住居,-11.599999999999994
10000,群馬県,2014000000,2014年,93.0,100,00040,光熱・水道,-7.0
10000,群馬県,2014000000,2014年,97.6,100,00050,家具・家事用品,-2.4000000000000057
10000,群馬県,2014000000,2014年,104.3,100,00060,被服及び履物,4.299999999999997
10000,群馬県,2014000000,2014年,104.6,100,00070,保健医療,4.599999999999994
10000,群馬県,2014000000,2014年,97.9,100,00080,交通・通信,-2.0999999999999943
10000,群馬県,2014000000,2014年,85.0,100,00090,教育,-15.0
10000,群馬県,2014000000,2014年,95.8,100,00100,教養娯楽,-4.200000000000003
10000,群馬県,2014000000,2014年,100.0,100,00110,諸雑費,0.0
10000,群馬県,2014000000,2014年,97.7,100,00120,(参考)家賃を除く総合,-2.299999999999997
10000,群馬県,2015000000,2015年,96.4,100,00010,総合,-3.5999999999999943
10000,群馬県,2015000000,2015年,98.4,100,00020,食料,-1.5999999999999943
10000,群馬県,2015000000,2015年,91.5,100,00030,住居,-8.5
10000,群馬県,2015000000,2015年,92.4,100,00040,光熱・水道,-7.599999999999994
10000,群馬県,2015000000,2015年,94.8,100,00050,家具・家事用品,-5.200000000000003
10000,群馬県,2015000000,2015年,102.0,100,00060,被服及び履物,2.0
10000,群馬県,2015000000,2015年,101.9,100,00070,保健医療,1.9000000000000057
10000,群馬県,2015000000,2015年,97.8,100,00080,交通・通信,-2.200000000000003
10000,群馬県,2015000000,2015年,79.3,100,00090,教育,-20.700000000000003
10000,群馬県,2015000000,2015年,96.5,100,00100,教養娯楽,-3.5
10000,群馬県,2015000000,2015年,98.2,100,00110,諸雑費,-1.7999999999999972
10000,群馬県,2015000000,2015年,97.2,100,00120,(参考)家賃を除く総合,-2.799999999999997
10000,群馬県,2016000000,2016年,95.9,100,00010,総合,-4.099999999999994
